bus_id,time,ridership_count,timestamp,hour,time_period,id,name,routeId,routeName,routeName_short,route_id,stop_sequence
19399,55,22,2025-10-01 06:55:00,6,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
13216,55,40,2025-10-01 06:55:00,6,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19051,55,0,2025-10-01 06:55:00,6,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15185,60,13,2025-10-01 07:00:00,7,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,60,22,2025-10-01 07:00:00,7,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15189,60,15,2025-10-01 07:00:00,7,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
13216,60,28,2025-10-01 07:00:00,7,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19051,60,0,2025-10-01 07:00:00,7,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19051,65,1,2025-10-01 07:05:00,7,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19399,65,12,2025-10-01 07:05:00,7,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15185,65,17,2025-10-01 07:05:00,7,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15189,65,16,2025-10-01 07:05:00,7,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
13216,65,40,2025-10-01 07:05:00,7,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19051,70,1,2025-10-01 07:10:00,7,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19399,70,8,2025-10-01 07:10:00,7,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15185,70,18,2025-10-01 07:10:00,7,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15189,70,0,2025-10-01 07:10:00,7,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
13216,70,40,2025-10-01 07:10:00,7,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19399,75,10,2025-10-01 07:15:00,7,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15185,75,13,2025-10-01 07:15:00,7,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15189,75,0,2025-10-01 07:15:00,7,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
13216,75,40,2025-10-01 07:15:00,7,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19051,75,0,2025-10-01 07:15:00,7,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15189,80,0,2025-10-01 07:20:00,7,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
13216,80,40,2025-10-01 07:20:00,7,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19051,80,0,2025-10-01 07:20:00,7,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19399,80,21,2025-10-01 07:20:00,7,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15185,80,21,2025-10-01 07:20:00,7,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15189,85,1,2025-10-01 07:25:00,7,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
13216,85,39,2025-10-01 07:25:00,7,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19051,85,0,2025-10-01 07:25:00,7,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19399,85,21,2025-10-01 07:25:00,7,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15185,85,18,2025-10-01 07:25:00,7,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,90,28,2025-10-01 07:30:00,7,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15189,90,1,2025-10-01 07:30:00,7,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
19051,90,0,2025-10-01 07:30:00,7,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
13216,90,40,2025-10-01 07:30:00,7,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15185,90,18,2025-10-01 07:30:00,7,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15185,95,9,2025-10-01 07:35:00,7,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15189,95,2,2025-10-01 07:35:00,7,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
19399,95,12,2025-10-01 07:35:00,7,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19051,95,0,2025-10-01 07:35:00,7,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
13216,95,14,2025-10-01 07:35:00,7,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19399,100,13,2025-10-01 07:40:00,7,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19051,100,1,2025-10-01 07:40:00,7,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
13216,100,29,2025-10-01 07:40:00,7,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15189,100,5,2025-10-01 07:40:00,7,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
15185,100,17,2025-10-01 07:40:00,7,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,105,13,2025-10-01 07:45:00,7,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19051,105,4,2025-10-01 07:45:00,7,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15189,105,0,2025-10-01 07:45:00,7,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
15185,105,5,2025-10-01 07:45:00,7,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,105,29,2025-10-01 07:45:00,7,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15185,110,6,2025-10-01 07:50:00,7,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,110,10,2025-10-01 07:50:00,7,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19051,110,0,2025-10-01 07:50:00,7,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15189,110,0,2025-10-01 07:50:00,7,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
13216,110,34,2025-10-01 07:50:00,7,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15185,115,6,2025-10-01 07:55:00,7,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15189,115,0,2025-10-01 07:55:00,7,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
13216,115,27,2025-10-01 07:55:00,7,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19399,115,9,2025-10-01 07:55:00,7,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19051,115,7,2025-10-01 07:55:00,7,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15185,120,6,2025-10-01 08:00:00,8,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,120,13,2025-10-01 08:00:00,8,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19051,120,12,2025-10-01 08:00:00,8,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
13216,120,27,2025-10-01 08:00:00,8,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15189,120,1,2025-10-01 08:00:00,8,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
19051,125,10,2025-10-01 08:05:00,8,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19399,125,16,2025-10-01 08:05:00,8,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
13216,125,12,2025-10-01 08:05:00,8,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15185,125,8,2025-10-01 08:05:00,8,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15189,125,3,2025-10-01 08:05:00,8,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
13216,130,2,2025-10-01 08:10:00,8,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15189,130,2,2025-10-01 08:10:00,8,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
19051,130,13,2025-10-01 08:10:00,8,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19399,130,13,2025-10-01 08:10:00,8,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15185,130,9,2025-10-01 08:10:00,8,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,135,17,2025-10-01 08:15:00,8,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15189,135,0,2025-10-01 08:15:00,8,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
15185,135,12,2025-10-01 08:15:00,8,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,135,1,2025-10-01 08:15:00,8,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19051,135,13,2025-10-01 08:15:00,8,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
13216,140,13,2025-10-01 08:20:00,8,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19051,140,4,2025-10-01 08:20:00,8,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15185,140,12,2025-10-01 08:20:00,8,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,140,15,2025-10-01 08:20:00,8,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15189,140,0,2025-10-01 08:20:00,8,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
13216,145,16,2025-10-01 08:25:00,8,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19051,145,6,2025-10-01 08:25:00,8,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15185,145,27,2025-10-01 08:25:00,8,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,145,4,2025-10-01 08:25:00,8,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15189,145,3,2025-10-01 08:25:00,8,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
19051,150,3,2025-10-01 08:30:00,8,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15189,150,3,2025-10-01 08:30:00,8,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
15185,150,32,2025-10-01 08:30:00,8,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,150,15,2025-10-01 08:30:00,8,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19399,150,1,2025-10-01 08:30:00,8,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15185,155,31,2025-10-01 08:35:00,8,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,155,0,2025-10-01 08:35:00,8,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
13216,155,4,2025-10-01 08:35:00,8,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19051,155,1,2025-10-01 08:35:00,8,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15189,155,1,2025-10-01 08:35:00,8,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
15189,160,5,2025-10-01 08:40:00,8,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
15185,160,30,2025-10-01 08:40:00,8,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,160,1,2025-10-01 08:40:00,8,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19399,160,2,2025-10-01 08:40:00,8,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19051,160,11,2025-10-01 08:40:00,8,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19399,165,4,2025-10-01 08:45:00,8,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15185,165,13,2025-10-01 08:45:00,8,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,165,30,2025-10-01 08:45:00,8,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15189,165,5,2025-10-01 08:45:00,8,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
19051,165,17,2025-10-01 08:45:00,8,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
13216,170,31,2025-10-01 08:50:00,8,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19399,170,5,2025-10-01 08:50:00,8,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15185,170,13,2025-10-01 08:50:00,8,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19051,170,19,2025-10-01 08:50:00,8,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15189,170,0,2025-10-01 08:50:00,8,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
19051,175,24,2025-10-01 08:55:00,8,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
13216,175,30,2025-10-01 08:55:00,8,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19399,175,7,2025-10-01 08:55:00,8,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15185,175,12,2025-10-01 08:55:00,8,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15189,175,0,2025-10-01 08:55:00,8,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
20284,180,16,2025-10-01 09:00:00,9,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,180,6,2025-10-01 09:00:00,9,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
13216,180,18,2025-10-01 09:00:00,9,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19051,180,25,2025-10-01 09:00:00,9,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15189,180,0,2025-10-01 09:00:00,9,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
15185,180,27,2025-10-01 09:00:00,9,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19051,185,25,2025-10-01 09:05:00,9,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
13216,185,24,2025-10-01 09:05:00,9,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15185,185,30,2025-10-01 09:05:00,9,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
20284,185,7,2025-10-01 09:05:00,9,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,185,1,2025-10-01 09:05:00,9,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15189,185,0,2025-10-01 09:05:00,9,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
20284,190,1,2025-10-01 09:10:00,9,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,190,25,2025-10-01 09:10:00,9,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19051,190,23,2025-10-01 09:10:00,9,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15185,190,24,2025-10-01 09:10:00,9,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15189,190,8,2025-10-01 09:10:00,9,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
19399,190,2,2025-10-01 09:10:00,9,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15185,195,25,2025-10-01 09:15:00,9,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15189,195,13,2025-10-01 09:15:00,9,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
19399,195,0,2025-10-01 09:15:00,9,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19051,195,18,2025-10-01 09:15:00,9,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
13216,195,19,2025-10-01 09:15:00,9,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
20284,195,4,2025-10-01 09:15:00,9,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,200,17,2025-10-01 09:20:00,9,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19399,200,2,2025-10-01 09:20:00,9,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19051,200,24,2025-10-01 09:20:00,9,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15185,200,15,2025-10-01 09:20:00,9,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15189,200,3,2025-10-01 09:20:00,9,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
