id,stop_id,time_arrived,time_departed,break_duration,routeId,routeName
4855,16,2025-10-01 20:07:15.905759+00:00,2025-10-01 20:07:24.766318+00:00,8.860559,54551.0,REXL Route
4855,12,2025-10-01 20:17:22.279151+00:00,2025-10-01 20:21:32.187541+00:00,249.90839,54551.0,REXL Route
4855,13,2025-10-01 20:22:26.473089+00:00,2025-10-01 20:37:23.568706+00:00,897.095617,54551.0,REXL Route
4855,17,2025-10-01 21:10:41.367337+00:00,2025-10-01 21:13:43.825365+00:00,182.458028,54551.0,REXL Route
4855,18,2025-10-01 21:14:53.449703+00:00,2025-10-01 21:15:54.467680+00:00,61.017977,54551.0,REXL Route
4855,16,2025-10-01 21:20:59.159620+00:00,2025-10-01 21:21:08.200444+00:00,9.040824,54551.0,REXL Route
4855,12,2025-10-01 21:32:22.958094+00:00,2025-10-01 21:34:42.467064+00:00,139.50897,54551.0,REXL Route
4855,13,2025-10-01 21:35:52.517197+00:00,2025-10-01 21:37:19.572088+00:00,87.054891,54551.0,REXL Route
4855,17,2025-10-01 22:05:51.324055+00:00,2025-10-01 22:10:15.814590+00:00,264.490535,54551.0,REXL Route
4855,18,2025-10-01 22:11:00.534220+00:00,2025-10-01 22:12:46.977462+00:00,106.443242,54551.0,REXL Route
4855,16,2025-10-01 22:16:08.672125+00:00,2025-10-01 22:16:17.589800+00:00,8.917675,54551.0,REXL Route
4855,12,2025-10-01 22:25:49.350750+00:00,2025-10-01 22:27:26.295608+00:00,96.944858,54551.0,REXL Route
4855,13,2025-10-01 22:29:37.774652+00:00,2025-10-01 22:42:13.384816+00:00,755.610164,54551.0,REXL Route
4855,17,2025-10-01 22:59:04.692644+00:00,2025-10-01 23:00:58.676424+00:00,113.98378,54551.0,REXL Route
4855,18,2025-10-01 23:02:00.211788+00:00,2025-10-01 23:02:26.884051+00:00,26.672263,54551.0,REXL Route
4855,16,2025-10-01 23:08:37.570890+00:00,2025-10-01 23:08:46.555877+00:00,8.984987,54551.0,REXL Route
4855,12,2025-10-01 23:21:20.568318+00:00,2025-10-01 23:24:07.733153+00:00,167.164835,54551.0,REXL Route
4855,13,2025-10-01 23:25:26.452220+00:00,2025-10-01 23:27:39.071966+00:00,132.619746,54551.0,REXL Route
4855,17,2025-10-01 23:44:14.522696+00:00,2025-10-01 23:46:01.599572+00:00,107.076876,54551.0,REXL Route
4855,18,2025-10-01 23:47:03.507597+00:00,2025-10-01 23:47:12.356518+00:00,8.848921,54551.0,REXL Route
4855,16,2025-10-01 23:55:23.229970+00:00,2025-10-01 23:55:32.066517+00:00,8.836547,54551.0,REXL Route
4855,12,2025-10-02 00:08:39.288688+00:00,2025-10-02 00:12:38.877759+00:00,239.589071,54551.0,REXL Route
4856,17,2025-10-01 11:28:23.878918+00:00,2025-10-01 11:28:32.534399+00:00,8.655481,54550.0,REXB Route
4856,18,2025-10-01 11:29:50.636673+00:00,2025-10-01 11:30:25.703585+00:00,35.066912,54550.0,REXB Route
4856,16,2025-10-01 11:33:01.610447+00:00,2025-10-01 11:33:10.330157+00:00,8.71971,54550.0,REXB Route
4856,6,2025-10-01 11:42:32.616696+00:00,2025-10-01 11:42:41.342455+00:00,8.725759,54550.0,REXB Route
4856,8,2025-10-01 11:44:01.036856+00:00,2025-10-01 11:44:18.382372+00:00,17.345516,54550.0,REXB Route
4856,7,2025-10-01 11:46:11.167459+00:00,2025-10-01 11:46:19.950735+00:00,8.783276,54550.0,REXB Route
4856,17,2025-10-01 11:56:18.188819+00:00,2025-10-01 11:56:53.132637+00:00,34.943818,54550.0,REXB Route
4856,18,2025-10-01 12:03:22.200183+00:00,2025-10-01 12:04:05.625846+00:00,43.425663,54550.0,REXB Route
4856,16,2025-10-01 12:08:35.831847+00:00,2025-10-01 12:08:44.516148+00:00,8.684301,54550.0,REXB Route
4856,6,2025-10-01 12:18:22.488916+00:00,2025-10-01 12:18:31.166233+00:00,8.677317,54550.0,REXB Route
4856,8,2025-10-01 12:20:14.302155+00:00,2025-10-01 12:20:31.685949+00:00,17.383794,54550.0,REXB Route
4856,7,2025-10-01 12:35:59.222833+00:00,2025-10-01 12:36:08.034461+00:00,8.811628,54550.0,REXB Route
4856,17,2025-10-01 12:45:41.022891+00:00,2025-10-01 12:46:24.688854+00:00,43.665963,54550.0,REXB Route
4856,18,2025-10-01 12:47:17.209316+00:00,2025-10-01 12:47:52.129759+00:00,34.920443,54550.0,REXB Route
4856,16,2025-10-01 12:50:44.807614+00:00,2025-10-01 12:50:53.645524+00:00,8.83791,54550.0,REXB Route
4856,6,2025-10-01 13:01:00.159435+00:00,2025-10-01 13:01:08.855555+00:00,8.69612,54550.0,REXB Route
4856,8,2025-10-01 13:02:43.858087+00:00,2025-10-01 13:03:53.112577+00:00,69.25449,54550.0,REXB Route
4856,7,2025-10-01 13:04:54.208714+00:00,2025-10-01 13:05:02.957345+00:00,8.748631,54550.0,REXB Route
4856,17,2025-10-01 13:14:27.299763+00:00,2025-10-01 13:15:02.092618+00:00,34.792855,54550.0,REXB Route
4856,18,2025-10-01 13:15:54.421723+00:00,2025-10-01 13:16:37.703887+00:00,43.282164,54550.0,REXB Route
4856,16,2025-10-01 13:19:49.030086+00:00,2025-10-01 13:19:57.906982+00:00,8.876896,54550.0,REXB Route
4856,6,2025-10-01 13:29:32.798503+00:00,2025-10-01 13:29:41.496582+00:00,8.698079,54550.0,REXB Route
4856,8,2025-10-01 13:30:59.515182+00:00,2025-10-01 13:31:17.067598+00:00,17.552416,54550.0,REXB Route
4856,7,2025-10-01 13:38:16.855549+00:00,2025-10-01 13:38:26.009385+00:00,9.153836,54550.0,REXB Route
4856,17,2025-10-01 13:48:19.039731+00:00,2025-10-01 13:49:47.100708+00:00,88.060977,54550.0,REXB Route
4856,18,2025-10-01 13:51:05.184807+00:00,2025-10-01 13:52:23.003547+00:00,77.81874,54550.0,REXB Route
4856,16,2025-10-01 13:54:59.005585+00:00,2025-10-01 13:55:07.847890+00:00,8.842305,54550.0,REXB Route
4856,6,2025-10-01 14:05:10.206328+00:00,2025-10-01 14:05:19.077171+00:00,8.870843,54550.0,REXB Route
4856,8,2025-10-01 14:07:29.153320+00:00,2025-10-01 14:07:55.213741+00:00,26.060421,54550.0,REXB Route
4856,7,2025-10-01 14:10:32.775022+00:00,2025-10-01 14:10:41.627028+00:00,8.852006,54550.0,REXB Route
4856,17,2025-10-01 14:19:51.411947+00:00,2025-10-01 14:21:18.626670+00:00,87.214723,54550.0,REXB Route
4856,18,2025-10-01 14:24:29.411490+00:00,2025-10-01 14:25:04.263309+00:00,34.851819,54550.0,REXB Route
4856,16,2025-10-01 14:27:32.926097+00:00,2025-10-01 14:27:41.808157+00:00,8.88206,54550.0,REXB Route
4856,6,2025-10-01 14:37:52.873483+00:00,2025-10-01 14:38:01.956950+00:00,9.083467,54550.0,REXB Route
4856,8,2025-10-01 14:39:20.304370+00:00,2025-10-01 14:39:37.892853+00:00,17.588483,54550.0,REXB Route
4856,7,2025-10-01 14:45:53.413276+00:00,2025-10-01 14:46:02.197631+00:00,8.784355,54550.0,REXB Route
4856,17,2025-10-01 14:56:05.941268+00:00,2025-10-01 15:03:57.837780+00:00,471.896512,54550.0,REXB Route
4856,18,2025-10-01 15:04:59.363593+00:00,2025-10-01 15:05:34.176774+00:00,34.813181,54550.0,REXB Route
4856,16,2025-10-01 15:09:20.560435+00:00,2025-10-01 15:09:29.425162+00:00,8.864727,54550.0,REXB Route
4856,6,2025-10-01 15:18:32.013006+00:00,2025-10-01 15:18:41.028643+00:00,9.015637,54550.0,REXB Route
4856,8,2025-10-01 15:20:00.014261+00:00,2025-10-01 15:20:17.854893+00:00,17.840632,54550.0,REXB Route
4856,7,2025-10-01 15:25:06.649867+00:00,2025-10-01 15:25:15.695317+00:00,9.04545,54550.0,REXB Route
4856,17,2025-10-01 15:35:02.587667+00:00,2025-10-01 15:35:37.936609+00:00,35.348942,54550.0,REXB Route
4856,18,2025-10-01 15:36:39.700831+00:00,2025-10-01 15:37:41.090606+00:00,61.389775,54550.0,REXB Route
4856,16,2025-10-01 15:41:10.912227+00:00,2025-10-01 15:41:19.780625+00:00,8.868398,54550.0,REXB Route
4856,6,2025-10-01 15:50:29.175310+00:00,2025-10-01 15:50:37.932865+00:00,8.757555,54550.0,REXB Route
4856,8,2025-10-01 15:52:57.398902+00:00,2025-10-01 15:56:01.651602+00:00,184.2527,54550.0,REXB Route
4856,7,2025-10-01 15:56:53.742911+00:00,2025-10-01 15:57:02.394818+00:00,8.651907,54550.0,REXB Route
4856,17,2025-10-01 16:06:58.006627+00:00,2025-10-01 16:08:00.108600+00:00,62.101973,54550.0,REXB Route
4856,18,2025-10-01 16:08:53.135538+00:00,2025-10-01 16:09:36.912353+00:00,43.776815,54550.0,REXB Route
4856,16,2025-10-01 16:12:23.195837+00:00,2025-10-01 16:12:32.180043+00:00,8.984206,54550.0,REXB Route
4856,6,2025-10-01 16:21:54.377389+00:00,2025-10-01 16:22:03.330196+00:00,8.952807,54550.0,REXB Route
4856,8,2025-10-01 16:23:30.227192+00:00,2025-10-01 16:28:27.621940+00:00,297.394748,54550.0,REXB Route
4856,7,2025-10-01 16:29:20.290770+00:00,2025-10-01 16:29:29.015353+00:00,8.724583,54550.0,REXB Route
4856,17,2025-10-01 16:39:25.427439+00:00,2025-10-01 16:42:02.587392+00:00,157.159953,54550.0,REXB Route
4856,18,2025-10-01 16:53:00.223320+00:00,2025-10-01 16:53:35.489373+00:00,35.266053,54550.0,REXB Route
4856,16,2025-10-01 16:57:24.349368+00:00,2025-10-01 16:57:33.263937+00:00,8.914569,54550.0,REXB Route
4856,6,2025-10-01 17:07:14.294336+00:00,2025-10-01 17:07:23.024776+00:00,8.73044,54550.0,REXB Route
4856,8,2025-10-01 17:09:17.266281+00:00,2025-10-01 17:09:34.756445+00:00,17.490164,54550.0,REXB Route
4856,7,2025-10-01 17:11:37.910796+00:00,2025-10-01 17:11:46.978025+00:00,9.067229,54550.0,REXB Route
4856,17,2025-10-01 17:21:55.335997+00:00,2025-10-01 17:24:33.393987+00:00,158.05799,54550.0,REXB Route
4856,18,2025-10-01 17:25:34.495696+00:00,2025-10-01 17:26:35.999665+00:00,61.503969,54550.0,REXB Route
4856,16,2025-10-01 17:29:04.980431+00:00,2025-10-01 17:29:13.799327+00:00,8.818896,54550.0,REXB Route
4856,6,2025-10-01 17:37:58.563023+00:00,2025-10-01 17:38:07.609501+00:00,9.046478,54550.0,REXB Route
4856,8,2025-10-01 17:40:02.069706+00:00,2025-10-01 17:40:28.491612+00:00,26.421906,54550.0,REXB Route
4856,7,2025-10-01 17:46:54.201378+00:00,2025-10-01 17:47:03.231122+00:00,9.029744,54550.0,REXB Route
4856,17,2025-10-01 18:01:13.100197+00:00,2025-10-01 18:02:06.213760+00:00,53.113563,54550.0,REXB Route
4856,18,2025-10-01 18:03:36.024062+00:00,2025-10-01 18:04:39.732399+00:00,63.708337,54550.0,REXB Route
4856,16,2025-10-01 18:08:13.377013+00:00,2025-10-01 18:08:22.454429+00:00,9.077416,54550.0,REXB Route
4856,6,2025-10-01 18:17:49.293799+00:00,2025-10-01 18:17:58.270096+00:00,8.976297,54550.0,REXB Route
4856,8,2025-10-01 18:19:17.209465+00:00,2025-10-01 18:24:42.511708+00:00,325.302243,54550.0,REXB Route
4856,7,2025-10-01 18:25:35.282088+00:00,2025-10-01 18:25:44.254456+00:00,8.972368,54550.0,REXB Route
4856,17,2025-10-01 18:35:07.251501+00:00,2025-10-01 18:35:59.992908+00:00,52.741407,54550.0,REXB Route
4856,18,2025-10-01 18:36:52.628687+00:00,2025-10-01 18:37:27.991475+00:00,35.362788,54550.0,REXB Route
4856,16,2025-10-01 18:39:40.625901+00:00,2025-10-01 18:39:49.804015+00:00,9.178114,54550.0,REXB Route
4856,6,2025-10-01 18:48:38.924600+00:00,2025-10-01 18:48:47.696269+00:00,8.771669,54550.0,REXB Route
4856,8,2025-10-01 18:50:15.759345+00:00,2025-10-01 18:50:33.607877+00:00,17.848532,54550.0,REXB Route
4856,7,2025-10-01 18:53:55.940731+00:00,2025-10-01 18:54:04.866835+00:00,8.926104,54550.0,REXB Route
4856,17,2025-10-01 19:06:26.791487+00:00,2025-10-01 19:11:19.933305+00:00,293.141818,54550.0,REXB Route
4856,18,2025-10-01 19:17:21.796779+00:00,2025-10-01 19:18:14.657958+00:00,52.861179,54550.0,REXB Route
4856,16,2025-10-01 19:22:28.111050+00:00,2025-10-01 19:22:37.106517+00:00,8.995467,54550.0,REXB Route
4856,6,2025-10-01 19:31:48.492387+00:00,2025-10-01 19:31:57.381140+00:00,8.888753,54550.0,REXB Route
4856,8,2025-10-01 19:33:51.153960+00:00,2025-10-01 19:34:09.044003+00:00,17.890043,54550.0,REXB Route
4856,7,2025-10-01 19:40:36.807836+00:00,2025-10-01 19:40:45.711463+00:00,8.903627,54550.0,REXB Route
4856,17,2025-10-01 20:08:26.942000+00:00,2025-10-01 20:12:55.269866+00:00,268.327866,54550.0,REXB Route
4856,18,2025-10-01 20:16:28.795114+00:00,2025-10-01 20:17:39.779733+00:00,70.984619,54550.0,REXB Route
4856,16,2025-10-01 20:21:41.344836+00:00,2025-10-01 20:21:50.297818+00:00,8.952982,54550.0,REXB Route
4856,6,2025-10-01 20:30:23.591992+00:00,2025-10-01 20:30:32.445975+00:00,8.853983,54550.0,REXB Route
4856,8,2025-10-01 20:31:50.981822+00:00,2025-10-01 20:32:08.843531+00:00,17.861709,54550.0,REXB Route
4856,7,2025-10-01 20:34:54.670189+00:00,2025-10-01 20:35:03.693187+00:00,9.022998,54550.0,REXB Route
4856,17,2025-10-01 21:06:43.744950+00:00,2025-10-01 21:07:36.731756+00:00,52.986806,54550.0,REXB Route
4856,18,2025-10-01 21:09:05.170741+00:00,2025-10-01 21:09:57.674543+00:00,52.503802,54550.0,REXB Route
4856,16,2025-10-01 21:13:35.038019+00:00,2025-10-01 21:13:43.884511+00:00,8.846492,54550.0,REXB Route
4856,6,2025-10-01 21:24:30.698686+00:00,2025-10-01 21:24:39.652537+00:00,8.953851,54550.0,REXB Route
4856,8,2025-10-01 21:26:41.663757+00:00,2025-10-01 21:27:25.328052+00:00,43.664295,54550.0,REXB Route
4856,7,2025-10-01 21:30:46.280052+00:00,2025-10-01 21:30:55.029206+00:00,8.749154,54550.0,REXB Route
4856,17,2025-10-01 22:03:56.512024+00:00,2025-10-01 22:04:49.461479+00:00,52.949455,54550.0,REXB Route
4856,18,2025-10-01 22:05:51.403880+00:00,2025-10-01 22:07:01.789035+00:00,70.385155,54550.0,REXB Route
4856,16,2025-10-01 22:10:24.959648+00:00,2025-10-01 22:10:33.734392+00:00,8.774744,54550.0,REXB Route
4856,6,2025-10-01 22:20:15.050934+00:00,2025-10-01 22:20:23.896350+00:00,8.845416,54550.0,REXB Route
4856,8,2025-10-01 22:21:43.160781+00:00,2025-10-01 22:22:00.927856+00:00,17.767075,54550.0,REXB Route
4856,7,2025-10-01 22:32:16.850136+00:00,2025-10-01 22:32:25.634030+00:00,8.783894,54550.0,REXB Route
4856,17,2025-10-01 22:50:07.810290+00:00,2025-10-01 22:51:09.876818+00:00,62.066528,54550.0,REXB Route
4856,18,2025-10-01 22:52:11.115034+00:00,2025-10-01 22:52:54.914176+00:00,43.799142,54550.0,REXB Route
4856,16,2025-10-01 22:57:00.818222+00:00,2025-10-01 22:57:09.914488+00:00,9.096266,54550.0,REXB Route
4856,6,2025-10-01 23:07:00.307297+00:00,2025-10-01 23:07:09.212953+00:00,8.905656,54550.0,REXB Route
4856,8,2025-10-01 23:09:12.429362+00:00,2025-10-01 23:09:39.121587+00:00,26.692225,54550.0,REXB Route
4856,7,2025-10-01 23:13:44.766547+00:00,2025-10-01 23:13:53.810137+00:00,9.04359,54550.0,REXB Route
4856,17,2025-10-01 23:30:52.153602+00:00,2025-10-01 23:31:54.468081+00:00,62.314479,54550.0,REXB Route
4856,18,2025-10-01 23:32:37.972638+00:00,2025-10-01 23:33:30.990601+00:00,53.017963,54550.0,REXB Route
4856,16,2025-10-01 23:36:11.344762+00:00,2025-10-01 23:36:20.295374+00:00,8.950612,54550.0,REXB Route
4856,6,2025-10-01 23:45:43.555150+00:00,2025-10-01 23:45:52.559993+00:00,9.004843,54550.0,REXB Route
4856,8,2025-10-01 23:47:29.668389+00:00,2025-10-01 23:47:47.368503+00:00,17.700114,54550.0,REXB Route
4856,7,2025-10-01 23:50:16.424463+00:00,2025-10-01 23:50:25.251425+00:00,8.826962,54550.0,REXB Route
4856,17,2025-10-02 00:00:46.883163+00:00,2025-10-02 00:01:13.193433+00:00,26.31027,54550.0,REXB Route
4856,18,2025-10-02 00:02:49.085714+00:00,2025-10-02 00:03:41.991796+00:00,52.906082,54550.0,REXB Route
4856,16,2025-10-02 00:05:39.641834+00:00,2025-10-02 00:05:48.743516+00:00,9.101682,54550.0,REXB Route
4857,17,2025-10-01 11:01:31.003141+00:00,2025-10-01 11:02:05.228292+00:00,34.225151,54541.0,B Route
4857,18,2025-10-01 11:02:47.934400+00:00,2025-10-01 11:03:30.561184+00:00,42.626784,54541.0,B Route
4857,16,2025-10-01 11:05:22.170754+00:00,2025-10-01 11:05:30.926325+00:00,8.755571,54541.0,B Route
4857,6,2025-10-01 11:15:08.156330+00:00,2025-10-01 11:15:16.980937+00:00,8.824607,54541.0,B Route
4857,8,2025-10-01 11:16:17.153474+00:00,2025-10-01 11:16:34.540197+00:00,17.386723,54541.0,B Route
4857,7,2025-10-01 11:20:53.407587+00:00,2025-10-01 11:21:02.068546+00:00,8.660959,54541.0,B Route
4857,17,2025-10-01 11:30:16.981930+00:00,2025-10-01 11:31:08.827536+00:00,51.845606,54541.0,B Route
4857,18,2025-10-01 11:31:52.175432+00:00,2025-10-01 11:32:44.260366+00:00,52.084934,54541.0,B Route
4857,16,2025-10-01 11:36:54.841078+00:00,2025-10-01 11:37:03.654410+00:00,8.813332,54541.0,B Route
4857,6,2025-10-01 11:47:46.709485+00:00,2025-10-01 11:47:55.458084+00:00,8.748599,54541.0,B Route
4857,8,2025-10-01 11:49:04.044095+00:00,2025-10-01 11:49:21.475042+00:00,17.430947,54541.0,B Route
4857,7,2025-10-01 11:55:16.781076+00:00,2025-10-01 11:55:25.613526+00:00,8.83245,54541.0,B Route
4857,17,2025-10-01 12:05:33.634254+00:00,2025-10-01 12:06:25.915337+00:00,52.281083,54541.0,B Route
4857,18,2025-10-01 12:07:26.410883+00:00,2025-10-01 12:08:01.251791+00:00,34.840908,54541.0,B Route
4857,16,2025-10-01 12:10:54.259671+00:00,2025-10-01 12:11:02.984731+00:00,8.72506,54541.0,B Route
4857,6,2025-10-01 12:23:42.285448+00:00,2025-10-01 12:23:50.956910+00:00,8.671462,54541.0,B Route
4857,8,2025-10-01 12:24:51.917954+00:00,2025-10-01 12:25:18.365685+00:00,26.447731,54541.0,B Route
4857,7,2025-10-01 12:30:21.386361+00:00,2025-10-01 12:30:30.204346+00:00,8.817985,54541.0,B Route
4857,17,2025-10-01 12:41:55.320079+00:00,2025-10-01 12:42:38.898501+00:00,43.578422,54541.0,B Route
4857,18,2025-10-01 12:43:31.095395+00:00,2025-10-01 12:44:05.860530+00:00,34.765135,54541.0,B Route
4857,16,2025-10-01 12:47:26.172512+00:00,2025-10-01 12:47:34.836585+00:00,8.664073,54541.0,B Route
4857,6,2025-10-01 12:57:32.154140+00:00,2025-10-01 12:57:40.861439+00:00,8.707299,54541.0,B Route
4857,8,2025-10-01 12:58:59.067005+00:00,2025-10-01 12:59:16.295222+00:00,17.228217,54541.0,B Route
4857,7,2025-10-01 13:09:41.354455+00:00,2025-10-01 13:09:50.055937+00:00,8.701482,54541.0,B Route
4857,17,2025-10-01 13:18:22.018136+00:00,2025-10-01 13:20:24.289040+00:00,122.270904,54541.0,B Route
4857,18,2025-10-01 13:21:07.486139+00:00,2025-10-01 13:21:42.346499+00:00,34.86036,54541.0,B Route
4857,16,2025-10-01 13:25:11.562712+00:00,2025-10-01 13:25:20.305359+00:00,8.742647,54541.0,B Route
4857,6,2025-10-01 13:33:10.501476+00:00,2025-10-01 13:33:19.419647+00:00,8.918171,54541.0,B Route
4857,8,2025-10-01 13:34:30.110378+00:00,2025-10-01 13:44:58.962474+00:00,628.852096,54541.0,B Route
4857,7,2025-10-01 13:45:50.764645+00:00,2025-10-01 13:45:59.526347+00:00,8.761702,54541.0,B Route
4857,17,2025-10-01 13:55:33.949732+00:00,2025-10-01 13:56:43.963047+00:00,70.013315,54541.0,B Route
4857,18,2025-10-01 13:57:18.542170+00:00,2025-10-01 13:58:11.009858+00:00,52.467688,54541.0,B Route
4857,16,2025-10-01 14:00:46.938996+00:00,2025-10-01 14:00:55.902080+00:00,8.963084,54541.0,B Route
4857,6,2025-10-01 14:09:31.951196+00:00,2025-10-01 14:09:40.748458+00:00,8.797262,54541.0,B Route
4857,8,2025-10-01 14:11:16.115188+00:00,2025-10-01 14:11:51.417581+00:00,35.302393,54541.0,B Route
4857,7,2025-10-01 14:16:30.596016+00:00,2025-10-01 14:16:39.437841+00:00,8.841825,54541.0,B Route
4857,17,2025-10-01 14:27:06.648193+00:00,2025-10-01 14:29:17.666670+00:00,131.018477,54541.0,B Route
4857,18,2025-10-01 14:30:01.017360+00:00,2025-10-01 14:30:44.672262+00:00,43.654902,54541.0,B Route
4857,16,2025-10-01 14:34:13.963169+00:00,2025-10-01 14:34:23.093632+00:00,9.130463,54541.0,B Route
4857,6,2025-10-01 14:43:41.993995+00:00,2025-10-01 14:43:50.793148+00:00,8.799153,54541.0,B Route
4857,8,2025-10-01 14:45:18.139655+00:00,2025-10-01 14:45:44.691269+00:00,26.551614,54541.0,B Route
4857,7,2025-10-01 14:54:29.436098+00:00,2025-10-01 14:54:38.659498+00:00,9.2234,54541.0,B Route
4857,17,2025-10-01 15:04:24.073744+00:00,2025-10-01 15:06:17.958807+00:00,113.885063,54541.0,B Route
4857,18,2025-10-01 15:07:10.141460+00:00,2025-10-01 15:07:45.198732+00:00,35.057272,54541.0,B Route
4857,16,2025-10-01 15:11:22.611900+00:00,2025-10-01 15:11:31.492651+00:00,8.880751,54541.0,B Route
4857,6,2025-10-01 15:22:12.236312+00:00,2025-10-01 15:22:21.156699+00:00,8.920387,54541.0,B Route
4857,8,2025-10-01 15:23:48.403525+00:00,2025-10-01 15:31:50.082931+00:00,481.679406,54541.0,B Route
4857,7,2025-10-01 15:32:42.918995+00:00,2025-10-01 15:32:51.709810+00:00,8.790815,54541.0,B Route
4857,17,2025-10-01 15:42:20.577641+00:00,2025-10-01 15:43:13.142657+00:00,52.565016,54541.0,B Route
4857,18,2025-10-01 15:43:56.919241+00:00,2025-10-01 15:44:40.228443+00:00,43.309202,54541.0,B Route
4857,16,2025-10-01 15:48:27.068984+00:00,2025-10-01 15:48:35.871201+00:00,8.802217,54541.0,B Route
4857,6,2025-10-01 15:57:02.395842+00:00,2025-10-01 15:57:11.233493+00:00,8.837651,54541.0,B Route
4857,8,2025-10-01 15:59:05.197415+00:00,2025-10-01 15:59:22.818815+00:00,17.6214,54541.0,B Route
4857,7,2025-10-01 16:02:43.389501+00:00,2025-10-01 16:02:52.351969+00:00,8.962468,54541.0,B Route
4857,17,2025-10-01 16:12:49.889145+00:00,2025-10-01 16:14:26.593138+00:00,96.703993,54541.0,B Route
4857,18,2025-10-01 16:15:10.267600+00:00,2025-10-01 16:16:03.127210+00:00,52.85961,54541.0,B Route
4857,16,2025-10-01 16:19:42.635998+00:00,2025-10-01 16:19:51.523089+00:00,8.887091,54541.0,B Route
4857,6,2025-10-01 16:28:53.844156+00:00,2025-10-01 16:29:02.796125+00:00,8.951969,54541.0,B Route
4857,8,2025-10-01 16:30:12.704951+00:00,2025-10-01 16:30:30.325680+00:00,17.620729,54541.0,B Route
4857,7,2025-10-01 16:41:44.999141+00:00,2025-10-01 16:41:53.783948+00:00,8.784807,54541.0,B Route
4857,17,2025-10-01 16:52:33.983472+00:00,2025-10-01 16:53:00.403647+00:00,26.420175,54541.0,B Route
4857,18,2025-10-01 16:56:40.543340+00:00,2025-10-01 16:57:06.905136+00:00,26.361796,54541.0,B Route
4857,16,2025-10-01 17:01:12.789755+00:00,2025-10-01 17:01:21.638036+00:00,8.848281,54541.0,B Route
4857,6,2025-10-01 17:10:18.248004+00:00,2025-10-01 17:10:27.077255+00:00,8.829251,54541.0,B Route
4857,8,2025-10-01 17:11:55.639974+00:00,2025-10-01 17:12:04.576398+00:00,8.936424,54541.0,B Route
4857,7,2025-10-01 17:18:41.037719+00:00,2025-10-01 17:18:49.852800+00:00,8.815081,54541.0,B Route
4857,17,2025-10-01 17:29:13.801900+00:00,2025-10-01 17:30:15.791345+00:00,61.989445,54541.0,B Route
4857,18,2025-10-01 17:32:09.617690+00:00,2025-10-01 17:33:01.970936+00:00,52.353246,54541.0,B Route
4857,16,2025-10-01 17:36:30.808612+00:00,2025-10-01 17:36:39.806651+00:00,8.998039,54541.0,B Route
4857,6,2025-10-01 17:45:52.222997+00:00,2025-10-01 17:46:01.116108+00:00,8.893111,54541.0,B Route
